Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,CO,CO-SS-047,stateUnique,The 4-hour driver awareness program is for those getting permit?,15 years,15.5 years,16 years,Any age,B,1,"Colorado issues learner's permits to new drivers at age 4, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,CO,CO-SS-048,stateUnique,"After 12 months with license, passenger restrictions become?",No more than 1 under 21,No more than 2 under 21,No restrictions,No more than 3 under 21,A,0,"After 12 months, no more than one passenger under 21 (except siblings)."
State-Specific,CO,CO-SS-049,stateUnique,Parent/guardian must sign affidavit of liability for drivers?,16,17,18,21,C,2,Parent must sign affidavit of liability for applicants under 18.
State-Specific,CO,CO-SS-050,stateUnique,Minor driver's licenses are issued to all persons?,18,19,20,21,D,3,All persons under 21 are issued a minor driver's license in Colorado.
State-Specific,CT,CT-SS-001,speedLimits,What is the maximum speed limit on Connecticut rural interstates?,55 miles per hour,60 miles per hour,65 miles per hour,70 miles per hour,C,2,"Connecticut's maximum speed limit on major highways is 65 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,CT,CT-SS-002,speedLimits,The speed limit on Connecticut urban highways?,45 miles per hour,50 miles per hour,55 miles per hour,65 miles per hour,C,2,"Connecticut's maximum speed limit on major highways is 55 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,CT,CT-SS-003,speedLimits,What is the residential speed limit in Connecticut?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,The default speed limit in Connecticut residential areas is 25 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,CT,CT-SS-004,speedLimits,How many points does this violation add in Connecticut?,0 points on your record,1 point on your record,2 points on your record,3 points on your record,B,1,Speeding 1-14 mph over adds 1 point to your Connecticut record.
State-Specific,CT,CT-SS-005,speedLimits,What does Speeding 15-30 mph over the limit add in Connecticut?,1 point on your record,2 points on your record,3 points on your record,4 points on your record,B,1,"In Connecticut, a speeding conviction adds 2 points to your driving record, which can affect your license status and insurance rates."
State-Specific,CT,CT-SS-006,speedLimits,What does Speeding more than 30 mph over the limit add in Connecticut?,2 points on your record,3 points on your record,4 points on your record,5 points on your record,B,1,"In Connecticut, a speeding conviction adds 3 points to your driving record, which can affect your license status and insurance rates."
State-Specific,CT,CT-SS-007,speedLimits,A DMV warning letter is triggered at how many points?,4 points on your record,6 points on your record,8 points on your record,10 points on your record,B,1,"In Connecticut, this traffic violation adds 6 points to your driving record. Accumulating too many points can lead to license suspension and higher insurance rates."
State-Specific,CT,CT-SS-008,speedLimits,What is the license suspension in Connecticut?,6 points on your record,8 points on your record,10 points on your record,12 points on your record,C,2,"In Connecticut, accumulating 10 or more points within 2 years results in a license suspension. Points are assessed for traffic violations and help track unsafe driving behavior."
State-Specific,CT,CT-SS-009,speedLimits,What is Connecticut's fines in work and school zones?,The same as regular zones,Doubled,Tripled,Quadrupled,B,1,Connecticut doubles fines for speeding in work and school zones.
State-Specific,CT,CT-SS-010,speedLimits,How many points trigger license suspension in Connecticut?,15 days suspension,30 days suspension,60 days suspension,90 days suspension,B,1,"In Connecticut, 10+ points within 2 years results in a 30-day suspension."
State-Specific,CT,CT-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in Connecticut?,0.10%,0.08%,0.05%,0.06%,B,1,Connecticut's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,CT,CT-SS-012,duiBac,What is Connecticut's BAC limit for drivers under 21?,0.02%,0.04%,0.05%,Zero tolerance,A,0,"In Connecticut, drivers under 21 face a 0.02% BAC limit under zero tolerance laws. Any amount of alcohol in a minor's system while driving can result in serious penalties."
State-Specific,CT,CT-SS-013,duiBac,What is Connecticut's BAC limit for commercial drivers?,0.08%,0.04%,0.02%,0.06%,B,1,Connecticut's legal blood alcohol concentration (BAC) limit is 0.04% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,CT,CT-SS-014,duiBac,What is the first DUI jail time in Connecticut?,,48 hours of supervised driving,72 hours of supervised driving,7 days in jail,B,1,First DUI requires 48 hours mandatory minimum or suspended sentence with 100 hours community service.
State-Specific,CT,CT-SS-015,duiBac,The fine range for first DUI in Connecticut?,$250-$500,"$500-$1,000","$1,000-$2,000","$2,000-$4,000",B,1,"In Connecticut, a DUI conviction can result in fines up to $500, in addition to potential jail time, license suspension, and other penalties."
State-Specific,CT,CT-SS-016,duiBac,What is the first DUI license suspension in Connecticut?,30 days suspension,45 days suspension,90 days suspension,6 months suspension,B,1,First DUI results in 45-day suspension followed by 1 year IID driving.
State-Specific,CT,CT-SS-017,duiBac,What is Connecticut's high bac penalties begin?,0.10%,0.12%,0.15%,0.16%,D,3,"In Connecticut, a BAC of 0.16% or higher is considered aggravated or high-tier DUI/DWI, triggering enhanced penalties including longer jail sentences and license suspensions."
State-Specific,CT,CT-SS-018,duiBac,When is IID is after first DUI required in Connecticut?,6 months,1 year,2 years,3 years,B,1,Ignition interlock is required for 1 year following first DUI reinstatement.
State-Specific,CT,CT-SS-019,gdlLicensing,At what age can you get a learner's permit in Connecticut?,15 years old,16 years old,16.5 years old,17 years old,B,1,"Connecticut issues learner's permits to new drivers at age 16, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,CT,CT-SS-020,gdlLicensing,What is Connecticut's permit holders must be accompanied by?,Licensed adult 18+,Licensed adult 20+,"Parent, guardian, or instructor",Any licensed driver,C,2,"Must be accompanied by parent, legal guardian, or licensed driving instructor."
State-Specific,CT,CT-SS-021,gdlLicensing,How long must you hold a permit before getting a license?,90 days,120 days,180 days,1 year,C,2,"In Connecticut, new drivers must hold their learner's permit for at least 180 days before they can apply for their next level license. This ensures adequate time for supervised driving practice."
State-Specific,CT,CT-SS-022,gdlLicensing,What is Connecticut's permit holders may have passengers?,Up to 2,Up to 3,Only the qualified trainer,Unlimited,C,2,Permit holders may not have any passengers other than the qualified trainer.
State-Specific,CT,CT-SS-023,gdlLicensing,How often must Connecticut driver's licenses be renewed?,Every 4 years,Every 5 years,Every 6 years,Every 8 years,C,2,"Connecticut driver's licenses are valid for 6 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,CT,CT-SS-024,gdlLicensing,When is Vision checks are every required in Connecticut?,4 years,6 years,8 years,10 years,C,2,"In Connecticut, vision checks are required every 8 years in Connecticut."
State-Specific,CT,CT-SS-025,gdlLicensing,What is Connecticut's the supervised driving position must be?,Anywhere in vehicle,Back seat,Front passenger seat,Driver chooses,C,2,Qualified trainer must be seated in the front passenger seat.
State-Specific,CT,CT-SS-026,gdlLicensing,At what age can you get an unrestricted license?,17 years old,18 years old,19 years old,21 years old,B,1,"Connecticut issues intermediate licenses to teen drivers at age 18, which includes certain driving restrictions that are lifted as they gain experience."
State-Specific,CT,CT-SS-027,insurance,What is Connecticut's minimum bodily injury liability per person?,"$20,000","$25,000","$30,000","$50,000",B,1,"Connecticut requires a minimum of $25,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,CT,CT-SS-028,insurance,What is Connecticut's minimum bodily injury liability per accident?,"$25,000","$40,000","$50,000","$60,000",C,2,"Connecticut requires a minimum of $50,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,CT,CT-SS-029,insurance,What is Connecticut's minimum property damage liability?,"$15,000","$20,000","$25,000","$30,000",C,2,"Connecticut requires a minimum of $25,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,CT,CT-SS-030,insurance,What is Connecticut's minimum insurance requirement?,20/40/15,25/50/20,25/50/25,30/60/25,C,2,"Connecticut requires 25/50/25 minimum liability coverage: $25,000 per person for bodily injury, $50,000 per accident for bodily injury, and $25,000 for property damage."
State-Specific,CT,CT-SS-031,insurance,Driving without insurance results in suspension?,2 weeks,1 month suspension,3 months suspension,6 months suspension,B,1,No insurance leads to 1-month suspension and reinstatement fees.
State-Specific,CT,CT-SS-032,seatbeltPhone,What is Connecticut's's seat belt law requires?,Driver only,Front seat occupants,All occupants,Passengers under 18,B,1,Front-seat occupants and all passengers under 16 must wear seat belts.
State-Specific,CT,CT-SS-033,seatbeltPhone,What is Connecticut's law on handheld phone use while driving?,Legal for adults,Prohibited for all drivers,Legal except in school zones,Legal when stopped,B,1,All drivers are prohibited from using handheld phones while driving.
State-Specific,CT,CT-SS-034,seatbeltPhone,What is Connecticut's drivers 18+ may use?,Handheld phones,Hands-free accessories,No phone devices,Texting only,B,1,"In Connecticut, drivers 18 and over may use hands-free accessories."
State-Specific,CT,CT-SS-035,seatbeltPhone,What is Connecticut's drivers under 18 may use mobile devices?,With hands-free only,Only for GPS,Only in emergencies,"Not at all, including hands-free",D,3,"Drivers under 18 are prohibited from any mobile device use, including hands-free."
State-Specific,CT,CT-SS-036,seatbeltPhone,What is Connecticut's children under 2 must be in?,Forward-facing seat,Rear-facing seat,Booster seat,Regular seat belt,B,1,"In Connecticut, children under 2 or under 30 lbs must use rear-facing seat."
State-Specific,CT,CT-SS-037,pointsPenalties,What is the first DUI license suspension in Connecticut?,30 days suspension,60 days suspension,90 days suspension,6 months suspension,C,2,"In Connecticut, first underage DUI results in 90-day license suspension."
State-Specific,CT,CT-SS-038,pointsPenalties,What is the second underage DUI results in suspension period in Connecticut?,6 months suspension,9 months suspension,1 year old,2 years old,B,1,"In Connecticut, second underage DUI results in 9-month suspension."
State-Specific,CT,CT-SS-039,pointsPenalties,What is the third underage DUI results in suspension period in Connecticut?,1 year old,2 years old,3 years old,5 years old,B,1,"In Connecticut, third underage DUI results in 2-year suspension."
State-Specific,CT,CT-SS-040,pointsPenalties,What is the second DUI fine in Connecticut?,$500,"$1,000","$2,000","$4,000",B,1,"In Connecticut, a DUI conviction can result in fines up to $1,000, in addition to potential jail time, license suspension, and other penalties."
State-Specific,CT,CT-SS-041,pointsPenalties,What is Connecticut's third DUI results in license?,1-year suspension,2-year suspension,Permanent revocation,5-year suspension,C,2,Third DUI results in permanent revocation; eligible for reinstatement after 2 years.
State-Specific,CT,CT-SS-042,pointsPenalties,What is the first license suspension in Connecticut?,45 days suspension,90 days suspension,6 months suspension,1 year suspension,C,2,"In Connecticut, refusing a chemical test (breath, blood, or urine) under the implied consent law results in an automatic 6-month license suspension, even if you are not convicted of DUI."
State-Specific,CT,CT-SS-043,stateUnique,Connecticut uses the term OUI which stands?,Operating Under Influence,Over Under Impairment,Offense Under Intoxication,Operating Under Impairment,A,0,Connecticut uses the term OUI (Operating Under the Influence) for drunk driving offenses. The penalties for this offense vary based on BAC level and prior convictions.
State-Specific,CT,CT-SS-044,stateUnique,What is Connecticut's bac between 0.07% and 0.08%?,Legal with no restrictions,DUI charge,An infraction (driving while impaired),Warning only,C,2,BAC between 0.07% and 0.08% is an infraction in Connecticut.
State-Specific,CT,CT-SS-045,stateUnique,Connecticut's implied consent law covers?,Breath tests only,Blood tests only,"Breath, blood, and urine tests",Breath and blood only,C,2,"In Connecticut, implied consent covers blood, breath, and urine testing."
State-Specific,CT,CT-SS-046,stateUnique,What is Connecticut's first DUI community service requirement?,50 hours of supervised driving,75 hours of supervised driving,100 hours of supervised driving,150 hours of supervised driving,C,2,First DUI requires 100 hours of community service if jail is suspended.
State-Specific,CT,CT-SS-047,stateUnique,Driving on suspended license for DUI carries up?,6 months jail,1 year jail,2 years jail,30 days jail,B,1,"In Connecticut, a DUI conviction can result in up to 1 year in jail, along with fines, license suspension, and other penalties."
State-Specific,CT,CT-SS-048,stateUnique,Special work permits allow driving during?,Any work hours,A specified 12-hour period,8 AM to 6 PM only,Daytime only,B,1,Work permits allow driving during a specified 12-hour period.
State-Specific,CT,CT-SS-049,stateUnique,What is Connecticut's DUI with minor in vehicle results in?,Same penalties,Enhanced penalties,Felony charge automatically,Warning,B,1,Having a minor in vehicle during DUI is an aggravating factor with enhanced penalties.
State-Specific,CT,CT-SS-050,stateUnique,What is Connecticut's street racing triggers?,Fine only,Points only,Immediate license suspension,Warning,C,2,Street racing triggers immediate license suspension in Connecticut.
State-Specific,DE,DE-SS-001,speedLimits,What is the maximum speed limit on Delaware highways (I-495 & Route 1)?,55 miles per hour,60 miles per hour,65 miles per hour,70 miles per hour,C,2,"Delaware's maximum speed limit on major highways is 65 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,DE,DE-SS-002,speedLimits,The speed limit on Delaware roads with 4+ lanes?,45 miles per hour,50 miles per hour,55 miles per hour,65 miles per hour,C,2,"In Delaware, roads with 4 or more lanes have a 55 mph speed limit."
State-Specific,DE,DE-SS-003,speedLimits,Two-lane open roads in Delaware have a limit?,40 miles per hour,45 miles per hour,50 miles per hour,55 miles per hour,C,2,The default speed limit in Delaware residential areas is 50 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,DE,DE-SS-004,speedLimits,What is the residential speed limit in Delaware?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,The default speed limit in Delaware residential areas is 25 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,DE,DE-SS-005,speedLimits,What is the school zone speed limit in Delaware?,15 miles per hour,20 miles per hour,25 miles per hour,30 miles per hour,B,1,"In Delaware, the speed limit in school zones is 20 mph when children are present. This reduced limit helps protect students during arrival and dismissal times."
State-Specific,DE,DE-SS-006,speedLimits,Speeding 25 mph over the limit results in?,Fine only,1-month suspension,3-month suspension,6-month suspension,B,1,Driving 25 mph over results in 1-month suspension (increases by 1 month per additional 5 mph).
State-Specific,DE,DE-SS-007,speedLimits,Speeding 20-24 mph over the limit results in?,Warning,Advisory letter,Suspension,Fine only,B,1,Advisory letter is sent for speeding 20-24 mph over the limit.
State-Specific,DE,DE-SS-008,speedLimits,Driving 50+ mph over the limit or 100+ mph results in?,6-month suspension,1-year suspension,2-year suspension,Permanent revocation,B,1,One-year suspension for driving 50+ mph over or 100+ mph on highway.
State-Specific,DE,DE-SS-009,speedLimits,A behavior modification course can replace suspension for speeding?,20-24 mph over,25-29 mph over,30+ mph over,Any amount over,B,1,Course available in lieu of suspension only for 25-29 mph over; 30+ mph is mandatory suspension.
State-Specific,DE,DE-SS-010,speedLimits,Taking a defensive driving course provides a credit?,1 point on your record,2 points on your record,3 points on your record,4 points on your record,C,2,Delaware offers a 3-point credit for completing defensive driving course.
State-Specific,DE,DE-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in Delaware?,0.10%,0.08%,0.05%,0.06%,B,1,Delaware's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,DE,DE-SS-012,duiBac,What is Delaware's BAC limit for drivers under 21?,0.02%,0.04%,0.05%,Zero tolerance,A,0,"In Delaware, drivers under 21 face a 0.02% BAC limit under zero tolerance laws. Any amount of alcohol in a minor's system while driving can result in serious penalties."
State-Specific,DE,DE-SS-013,duiBac,What is Delaware's BAC limit for commercial drivers?,0.08%,0.04%,0.02%,0.06%,C,2,Delaware's legal blood alcohol concentration (BAC) limit is 0.02% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,DE,DE-SS-014,duiBac,What is the first DUI license suspension in Delaware?,6 months suspension,12 months suspension,18 months suspension,24 months suspension,B,1,"In Delaware, a DUI with BAC between 0.08% and 0.15% results in a 12-month license revocation, reflecting enhanced penalties for higher BAC levels."
State-Specific,DE,DE-SS-015,duiBac,What is the first DUI with bac 0.15-0.19% results in revocation period in Delaware?,12 months suspension,18 months suspension,24 months suspension,36 months suspension,B,1,"In Delaware, a DUI with BAC between 0.15% and 0.19% results in a 18-month license revocation, reflecting enhanced penalties for higher BAC levels."
State-Specific,DE,DE-SS-016,duiBac,What is the first DUI with bac 0.20%+ results in revocation period in Delaware?,12 months suspension,18 months suspension,24 months suspension,36 months suspension,C,2,"In Delaware, BAC 0.20% or more results in 24-month revocation."
State-Specific,DE,DE-SS-017,duiBac,What is Delaware's iid is mandatory?,High BAC only,Repeat offenders only,All first and subsequent DUI offenders,Commercial drivers only,C,2,"Since 2015, IID is mandatory for all first and subsequent DUI offenders."
State-Specific,DE,DE-SS-018,duiBac,DUI records remain on driving record for minimum?,3 years,5 years,7 years,10 years,B,1,All DUI sentences are carried on record for minimum 5 years.
State-Specific,DE,DE-SS-019,gdlLicensing,At what age can you get a Level One Learner's Permit in Delaware?,15 years old,16 years old,16.5 years old,17 years old,B,1,"Delaware issues learner's permits to new drivers at age 16, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,DE,DE-SS-020,gdlLicensing,How many hours of supervised driving are required?,30 hours of supervised driving,40 hours of supervised driving,50 hours of supervised driving,60 hours of supervised driving,C,2,"Delaware requires teen drivers to complete 50 hours of supervised driving practice before obtaining their license, helping them gain experience in various driving conditions."
State-Specific,DE,DE-SS-021,gdlLicensing,What is Delaware's the supervising driver must be at least?,18 years old,21 years old,25 years old,30 years old,C,2,Supervisor must be 25+ years old with Class D license for at least 5 years.
State-Specific,DE,DE-SS-022,gdlLicensing,"After 6 months with Level One permit, unsupervised driving is allowed?",Anytime,6 AM to 10 PM,6 AM to midnight,8 AM to 8 PM,B,1,"In Delaware, teen drivers with restricted licenses cannot drive between 6 AM and 10 PM. This nighttime driving restriction helps reduce accidents during high-risk hours."
State-Specific,DE,DE-SS-023,gdlLicensing,How often must Delaware driver's licenses be renewed?,Every 4 years,Every 5 years,Every 6 years,Every 8 years,D,3,"Delaware driver's licenses are valid for 8 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,DE,DE-SS-024,gdlLicensing,What is Delaware's the sponsor of a gdl applicant?,Not liable for damages,Jointly liable for damages,Liable only for property damage,Liable only for medical costs,B,1,Sponsor is held jointly liable for any damages from the GDL applicant's negligence.
State-Specific,DE,DE-SS-025,gdlLicensing,Who can be in the front seat with a Level One permit holder?,Anyone,Only the supervising driver,Up to 2 people,Family members only,B,1,No person other than the supervising driver can be in the front seat.
State-Specific,DE,DE-SS-026,gdlLicensing,The sponsor can withdraw endorsement until the minor reaches?,16 years,17 years,18 years,21 years,C,2,Sponsor may withdraw endorsement until minor reaches age 18.
State-Specific,DE,DE-SS-027,insurance,What is Delaware's minimum bodily injury liability per person?,"$15,000","$25,000","$30,000","$50,000",B,1,"Delaware requires a minimum of $25,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,DE,DE-SS-028,insurance,What is Delaware's minimum bodily injury liability per accident?,"$25,000","$40,000","$50,000","$60,000",C,2,"Delaware requires a minimum of $50,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,DE,DE-SS-029,insurance,What is Delaware's minimum property damage liability?,"$10,000","$15,000","$20,000","$25,000",A,0,"Delaware requires a minimum of $10,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,DE,DE-SS-030,insurance,What is Delaware's minimum insurance requirement?,15/30/10,25/50/10,25/50/25,30/60/15,B,1,"Delaware requires 25/50/10 minimum liability coverage: $25,000 per person for bodily injury, $50,000 per accident for bodily injury, and $10,000 for property damage."
State-Specific,DE,DE-SS-031,insurance,Does Delaware also require Personal Injury Protection (PIP)?,"$5,000","$10,000","$15,000","$25,000",C,2,"Delaware requires $15,000 in Personal Injury Protection (PIP) coverage. PIP pays for your medical expenses and lost wages regardless of who caused the accident."
State-Specific,DE,DE-SS-032,seatbeltPhone,How is Delaware's seat belt law enforced?,Primary offense (can be pulled over for this),Secondary offense (only with another violation),No enforcement,Varies by county,A,0,"Delaware has primary seat belt enforcement, meaning law enforcement can stop and cite you solely for not wearing a seat belt."
State-Specific,DE,DE-SS-033,seatbeltPhone,What is Delaware's law on handheld phone use while driving?,Legal with no restrictions,Prohibited for all drivers,Prohibited for novice only,Legal except in school zones,B,1,"Delaware prohibits the use of handheld cell phones while driving. This law requires hands-free devices for any phone use, helping to reduce distracted driving accidents."
State-Specific,DE,DE-SS-034,seatbeltPhone,What is Delaware's law on texting while driving?,Legal with no restrictions,Prohibited - primary offense,Prohibited - secondary offense,Legal for adults,B,1,"In Delaware, texting while driving is banned and is a primary offense."
State-Specific,DE,DE-SS-035,seatbeltPhone,All occupants in Delaware must wear seat belts?,Front seat only,All seats,Back seat optional for adults,Driver only,B,1,Delaware requires all vehicle occupants to wear seat belts. This law applies to both front and rear passengers and is designed to reduce injuries in crashes.
State-Specific,DE,DE-SS-036,seatbeltPhone,When is Until what age are child restraints in Delaware required in Delaware?,6 years old,8 years old,10 years old,12 years old,B,1,Children under 8 or under 65 lbs must be in appropriate child restraint.
State-Specific,DE,DE-SS-037,pointsPenalties,What is Delaware's DUI lookback period?,5 years,7 years,10 years,Lifetime,D,3,"Delaware has a lifetime lookback period for DUI/DWI offenses, meaning all prior convictions will be considered when determining penalties, regardless of how long ago they occurred."
State-Specific,DE,DE-SS-038,pointsPenalties,How many days to request a DMV hearing after DUI arrest?,10 days,15 days,20 days,30 days,B,1,"In Delaware, you have 15 days from the date of your arrest to request an administrative hearing to contest your license suspension. Missing this deadline waives your right to a hearing."
State-Specific,DE,DE-SS-039,pointsPenalties,How often must Delaware driver's licenses be renewed?,Every 10 days,Every 15 days,Every 30 days,Every 45 days,B,1,"In Delaware, temporary license is valid for 15 days after arrest."
State-Specific,DE,DE-SS-040,pointsPenalties,What is the third DUI license suspension in Delaware?,24 months suspension,36 months suspension,48 months suspension,60 months suspension,D,3,"In Delaware, third DUI results in 60-month (5-year) revocation."
State-Specific,DE,DE-SS-041,pointsPenalties,First offense reckless driving fine ranges?,$25-$100,$25-$200,$50-$400,$100-$500,B,1,First reckless driving offense: $25-$200 fine and/or 10-30 days jail.
State-Specific,DE,DE-SS-042,pointsPenalties,What is the license suspension in Delaware?,3 months suspension,6 months suspension,1 year suspension,2 years suspension,B,1,First reckless driving can result in suspension up to 6 months.
State-Specific,DE,DE-SS-043,stateUnique,What is Delaware's DUI law apply?,Public roads only,Public and private property,Highways only,State roads only,B,1,Delaware's DUI statute applies to any location including private property.
State-Specific,DE,DE-SS-044,stateUnique,You can be prosecuted for DUI in Delaware with BAC as low as?,0.05%,0.06%,0.07%,0.08%,A,0,You can be arrested with BAC of 0.05% if impairment is demonstrated.
State-Specific,DE,DE-SS-045,stateUnique,Delaware DUI law applies to vehicles including?,Cars only,Cars and trucks,"All motor vehicles, mopeds, off-road vehicles","Cars, trucks, motorcycles only",C,2,"DUI applies to any vehicle including mopeds, motorcycles, and off-road vehicles."
State-Specific,DE,DE-SS-046,stateUnique,BAC can be measured within how many hours of driving?,2 hours of supervised driving,3 hours of supervised driving,4 hours of supervised driving,6 hours of supervised driving,C,2,BAC of 0.08%+ within 4 hours after driving is a DUI offense.
State-Specific,DE,DE-SS-047,stateUnique,IID restricted license becomes available after minimum mandatory period?,30 days,45 days,1 month,Varies by BAC level,D,3,"In Delaware, a BAC of 0.08% or higher is considered aggravated or high-tier DUI/DWI, triggering enhanced penalties including longer jail sentences and license suspensions."
State-Specific,DE,DE-SS-048,stateUnique,Defensive driving course credit is valid?,Every 1 year,Every 2 years,Every 3 years,Every 5 years,C,2,"In Delaware, standard driver's licenses are valid for 3 years before requiring renewal. Renewal involves verifying your identity, vision, and driving record."
State-Specific,DE,DE-SS-049,stateUnique,Is Delaware an at-fault or no-fault insurance state?,At-fault state,No-fault state,Choice state,Hybrid state,B,1,"Delaware is a no-fault state, meaning each driver's own insurance covers their injuries regardless of who caused the accident, reducing the need for litigation."
State-Specific,DE,DE-SS-050,stateUnique,Yellow and black speed limit signs indicate?,Legal maximum speed,Advisory/recommended speed,Minimum speed,Temporary speed,B,1,"Yellow and black signs are advisory (recommended) speeds, not legal maximums."
State-Specific,FL,FL-SS-001,speedLimits,What is the maximum speed limit on Florida rural interstates?,65 miles per hour,70 miles per hour,75 miles per hour,80 miles per hour,B,1,"Florida's maximum speed limit on major highways is 70 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,FL,FL-SS-002,speedLimits,The default speed limit on all other Florida roads/highways?,45 miles per hour,50 miles per hour,55 miles per hour,65 miles per hour,C,2,The 55 mph speed limit applies on other roads unless otherwise posted.
State-Specific,FL,FL-SS-003,speedLimits,Speed limits in Florida business/residential districts?,25 miles per hour,30 miles per hour,35 miles per hour,40 miles per hour,B,1,The default speed limit in Florida residential areas is 30 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,FL,FL-SS-004,speedLimits,What is the school zone speed limit in Florida?,15 miles per hour,20 miles per hour,25 miles per hour,30 miles per hour,B,1,"In Florida, the speed limit in school zones is 20 mph when children are present. This reduced limit helps protect students during arrival and dismissal times."
State-Specific,FL,FL-SS-005,speedLimits,What is Florida's speeding 30 mph or more over the limit?,A civil infraction,A traffic misdemeanor,A felony,Same as any speeding,B,1,Exceeding 30 mph or more over is a traffic misdemeanor with mandatory court.
State-Specific,FL,FL-SS-006,speedLimits,Speeding 50+ mph over the limit or 100+ mph?,A misdemeanor,A felony,Super Speeder offense with criminal charges,Just higher fine,C,2,"Under Florida's Super Speeder Law, 50+ mph over or 100+ mph is a criminal offense."
State-Specific,FL,FL-SS-007,speedLimits,Minimum speed on Florida highways with 70 mph limit?,40 miles per hour,45 miles per hour,50 miles per hour,55 miles per hour,C,2,"Florida's maximum speed limit on major highways is 50 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,FL,FL-SS-008,speedLimits,School zones and construction zones have?,Same fines as regular zones,Double fines,Triple fines,Reduced fines,B,1,School zones and construction zones have double fines for speeding.
State-Specific,FL,FL-SS-009,speedLimits,You must slow to 5 mph when passing emergency vehicles if speed limit?,Under 20 mph,Under 25 mph,25 mph or greater,Under 30 mph,A,0,"When limit is under 20 mph, slow to 5 mph when passing emergency vehicles."
State-Specific,FL,FL-SS-010,speedLimits,You must move over one lane when passing emergency/service vehicles if?,Always required,Safe to do so,Speed is over 45 mph,On highways only,B,1,"Move over one lane if safe when passing emergency, police, or service vehicles."
State-Specific,FL,FL-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in Florida?,0.10%,0.08%,0.05%,0.06%,B,1,Florida's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,FL,FL-SS-012,duiBac,What is Florida's BAC limit for drivers under 21?,0.02%,0.04%,0.05%,Zero tolerance,A,0,Florida has 0.02% zero tolerance policy for under-21 drivers.
State-Specific,FL,FL-SS-013,duiBac,First DUI (BAC 0.08-0.14%) carries fines?,$250-$500,"$500-$1,000","$1,000-$2,000","$2,000-$4,000",B,1,"In Florida, first DUI with BAC 0.08-0.14% carries $500-$1,000 fine."
State-Specific,FL,FL-SS-014,duiBac,What is the first DUI license suspension in Florida?,90 days minimum,180 days minimum,1 year minimum,30 days minimum,B,1,"In Florida, first DUI results in minimum 180-day (6-month) revocation."
State-Specific,FL,FL-SS-015,duiBac,BAC of 0.15% or higher on first DUI results in?,Same penalties,"$1,000-$2,000 fine, up to 9 months jail",Felony charges,License revocation only,B,1,"High BAC (0.15%+) increases fines to $1,000-$2,000 and up to 9 months jail."
State-Specific,FL,FL-SS-016,duiBac,Refusing breath/blood test results in suspension?,6 months suspension,1 year suspension,18 months suspension,2 years suspension,B,1,"Florida driver's licenses are valid for 1 year before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,FL,FL-SS-017,duiBac,What is the second DUI within 5 years results in revocation period in Florida?,1 year suspension,3 years suspension,5 years suspension,10 years suspension,C,2,"In Florida, second DUI within 5 years results in 5-year revocation."
