Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
Universal,ALL,U-150,alcoholDUI,What can happen if you refuse a chemical test?,No consequence,Warning for first offense,Vehicle seized,License suspension,D,3,Refusing a chemical test typically results in automatic license suspension.
Universal,ALL,U-151,alcoholDUI,How does alcohol affect driving ability?,Slows reaction time,Impairs judgment,Reduces coordination,All of these,D,3,Alcohol impairs all functions needed for safe driving including reactions judgment and coordination.
Universal,ALL,U-152,alcoholDUI,What factors affect how alcohol impacts you?,Body weight,Food consumption,Rate of drinking,All of these,D,3,Body weight food in stomach drinking speed and tolerance all affect alcohol's impact.
Universal,ALL,U-153,alcoholDUI,What is the only way to sober up?,Coffee,Cold shower,Time,Exercise,C,2,Only time allows your body to metabolize alcohol - nothing else speeds up the process.
Universal,ALL,U-154,alcoholDUI,How long does it take to eliminate one drink?,30 minutes,1 hour,2 hours,3 hours,B,1,The body metabolizes approximately one standard drink per hour.
Universal,ALL,U-155,alcoholDUI,Can you be arrested for DUI below 0.08% BAC?,No never,Yes if impaired,Only for under 21,Only with drugs,B,1,You can be arrested for DUI at any BAC if your driving ability is impaired.
Universal,ALL,U-156,alcoholDUI,How do prescription drugs affect driving?,They don't affect driving,May impair driving,Only sedatives impair,Less than alcohol,B,1,Many prescription drugs can impair driving ability just like alcohol.
Universal,ALL,U-157,alcoholDUI,What should you do if your designated driver drinks?,Let them drive carefully,Find another way home,Wait an hour,Follow in another car,B,1,Never ride with an impaired driver - call a cab rideshare or sober friend.
Universal,ALL,U-158,alcoholDUI,What is a DUI checkpoint?,Speed trap,Insurance check,Emissions test,Sobriety checkpoint,D,3,DUI checkpoints are locations where police stop vehicles to check for impaired drivers.
Universal,ALL,U-159,alcoholDUI,What effect does mixing alcohol and drugs have?,Cancels effects,Multiplies impairment,No additional effect,Depends on drug,B,1,Combining alcohol with drugs significantly multiplies impairment making driving extremely dangerous.
Universal,ALL,U-160,alcoholDUI,What should you do during a tornado while driving?,Drive away from it,Park under overpass,Speed up to outrun,Exit car lie in low area,D,3,If no building is available leave your car and lie flat in a low area away from vehicles.
